9.202259866931515875e-01, 2.305409860671393628e+20
9.336814904651659086e-01, 2.161671348399266857e+20
9.443361794834377321e-01, 2.026377114709280358e+20
9.530179832661385131e-01, 1.899849366383561933e+20
9.601732465915688852e-01, 1.781524845833375908e+20
9.662054692391708333e-01, 1.669075409731554181e+20
9.713602173792255101e-01, 1.561953243632025600e+20
9.758378061238475176e-01, 1.460439700564523909e+20
9.797104851390783242e-01, 1.363179882920801567e+20
9.830994819210661095e-01, 1.269245464568823972e+20
9.861631465648753592e-01, 1.178993989483068621e+20
9.889114932119865697e-01, 1.092592505244072837e+20
9.913609498943618537e-01, 1.009595494231035740e+20
9.935725855673049889e-01, 9.310665014282626662e+19
9.955588130430756966e-01, 8.580308041832485683e+19
9.974210416418157754e-01, 7.893814749256622080e+19
9.991720792202767321e-01, 7.256958108333993165e+19
1.000778867483384849e+00, 6.655224904320187597e+19
1.002292969434316339e+00, 6.073848382180963942e+19
1.003842824552803492e+00, 5.521427919436359270e+19
1.005489067703827732e+00, 4.991490236599984947e+19
1.007188863803232692e+00, 4.481470518001641062e+19
1.009011984842888898e+00, 3.992550011161918669e+19
1.010930426515459057e+00, 3.522911794653907354e+19
1.012935305235664663e+00, 3.080641316958391091e+19
1.015103481762257509e+00, 2.668645185707821466e+19
1.017417262119772126e+00, 2.283701340419660595e+19
1.019980390514377611e+00, 1.927419450987336909e+19
1.022813745314661737e+00, 1.604131056298455450e+19
1.025789408022423244e+00, 1.315183763550107034e+19
1.029057675613692213e+00, 1.059518976624659866e+19
1.032756029644022799e+00, 8.372136137301660672e+18
1.036813857245540316e+00, 6.482753952895627264e+18
1.041363131369708261e+00, 4.902138913805606912e+18
1.046473153088099295e+00, 3.603337793626898944e+18
1.052105255722526334e+00, 2.575512731154996736e+18
1.058484822353648269e+00, 1.784506623162232832e+18
1.065764782498222374e+00, 1.194780901379037440e+18
1.073974154011224424e+00, 7.709138994843001600e+17
1.083453983095325368e+00, 4.770199500679313920e+17
1.094366223345761835e+00, 2.794507250761429440e+17
1.107237837106810341e+00, 1.522230898597110080e+17
1.122288030012628335e+00, 7.291536494100760000e+16
1.140737653026260512e+00, 2.321535745943414800e+16
