-3.816964027664822290e-02, 4.195224524402762362e-02
-3.180700771514825831e-02, 4.588796318491820264e-02
-2.670457876477108639e-02, 5.001877820857554557e-02
-2.255941276659810882e-02, 5.453005288451277799e-02
-1.904171068225080088e-02, 6.044173731817790995e-02
-1.605536807651620698e-02, 7.026031632644037794e-02
-1.351143121453851105e-02, 8.908183194379874770e-02
-1.132573754279567885e-02, 1.254916875336189452e-01
-9.408670020602310710e-03, 1.900602354110567660e-01
-7.685698809965658268e-03, 3.011719705038125028e-01
-6.141175606073009073e-03, 4.856139712392226748e-01
-4.756410936162032421e-03, 7.825716530914013092e-01
-3.511541670594724683e-03, 1.271467429089173207e+00
-2.388391456628686377e-03, 2.071029338689976296e+00
-1.369855936291586047e-03, 3.374572481804405388e+00
-4.421324212189097153e-04, 5.403280302658196810e+00
4.230642197852209612e-04, 8.510251900776658829e+00
1.273103981346588231e-03, 1.217569781877654123e+01
2.133164369965121366e-03, 1.308339317756838227e+01
2.995129796552938213e-03, 1.104153062759538884e+01
3.884962372300243202e-03, 8.143002346397311797e+00
4.820298894883414537e-03, 5.938931638600686291e+00
5.806543535644761132e-03, 4.219525840507498238e+00
6.848691358540197165e-03, 3.070198157124656380e+00
7.937421946362719152e-03, 2.215694313342435162e+00
9.081277399589061938e-03, 1.605995522227876116e+00
1.028795549596795735e-02, 1.180907122507717011e+00
1.156559087459526833e-02, 8.723067056722130230e-01
1.291902942551968053e-02, 6.501706063153933624e-01
1.436135439914059710e-02, 4.904735380135350487e-01
1.591561569363204517e-02, 3.732309173671340963e-01
1.758228801551428924e-02, 2.919574749244275291e-01
1.939539982089449541e-02, 2.310821949862876812e-01
2.138663504020788322e-02, 1.893730103568113943e-01
2.354639389389317355e-02, 1.606841404653798766e-01
2.587373148852162644e-02, 1.404160498757151820e-01
2.838100674790715663e-02, 1.259847221464137912e-01
