9.202259866931515875e-01, 7.535253178484195676e-17
9.336814904651659086e-01, 7.250291277667859088e-17
9.443361794834377321e-01, 6.984273159584572302e-17
9.530179832661385131e-01, 6.734553934801710078e-17
9.601732465915688852e-01, 6.497219166069066169e-17
9.662054692391708333e-01, 6.267691469560691716e-17
9.713602173792255101e-01, 6.041082889277035470e-17
9.758378061238475176e-01, 5.813085997500348814e-17
9.797104851390783242e-01, 5.579548550637250348e-17
9.830994819210661095e-01, 5.333564214154586633e-17
9.861631465648753592e-01, 5.067646580556769737e-17
9.889114932119865697e-01, 4.774431749631042916e-17
9.913609498943618537e-01, 4.441292535229384846e-17
9.935725855673049889e-01, 4.055525769886044826e-17
9.955588130430756966e-01, 3.598462889340762771e-17
9.974210416418157754e-01, 3.041544251107446465e-17
9.991720792202767321e-01, 2.352180991464609634e-17
1.000778867483384849e+00, 1.515374867280095343e-17
1.002292969434316339e+00, 1.034778267260568558e-17
1.003842824552803492e+00, 7.439352614472598147e-18
1.005489067703827732e+00, 5.707877114217712862e-18
1.007188863803232692e+00, 4.618775065191766716e-18
1.009011984842888898e+00, 3.884057278270035857e-18
1.010930426515459057e+00, 3.346893119840736404e-18
1.012935305235664663e+00, 2.935984985053088448e-18
1.015103481762257509e+00, 2.610282151538063502e-18
1.017417262119772126e+00, 2.339021000052752174e-18
1.019980390514377611e+00, 2.106586242959800253e-18
1.022813745314661737e+00, 1.905014824412352087e-18
1.025789408022423244e+00, 1.727569173563191767e-18
1.029057675613692213e+00, 1.568376586821462485e-18
1.032756029644022799e+00, 1.422427051536365125e-18
1.036813857245540316e+00, 1.285635201654371352e-18
1.041363131369708261e+00, 1.157119169668563988e-18
1.046473153088099295e+00, 1.032927805721808495e-18
1.052105255722526334e+00, 9.143586608233802039e-19
1.058484822353648269e+00, 8.029394804110642169e-19
1.065764782498222374e+00, 6.989758800402720325e-19
1.073974154011224424e+00, 6.021054537150467887e-19
1.083453983095325368e+00, 5.144422361912359054e-19
1.094366223345761835e+00, 4.369542557880203335e-19
1.107237837106810341e+00, 3.716607451715899783e-19
1.122288030012628335e+00, 3.206192443280139627e-19
1.140737653026260512e+00, 2.734628078724449416e-19
